,Portfolio,date,ret
62,First,1955-03-01,0.004717409052722657
63,First,1955-04-01,0.0036453363463104923
64,First,1955-05-01,0.0033012870368118617
65,First,1955-06-01,0.00018529406599899025
66,First,1955-07-01,0.003911256568066355
67,First,1955-08-01,0.005196320017984214
68,First,1955-09-01,0.007884278508422849
69,First,1955-10-01,0.00362771733471239
70,First,1955-11-01,0.004047011692333309
71,First,1955-12-01,0.004325959533162463
72,First,1956-01-01,0.0034049248332676326
73,First,1956-02-01,0.004823297657093727
74,First,1956-03-01,0.0005862556106310443
75,First,1956-04-01,0.004069865260026866
76,First,1956-05-01,0.0050845402358477695
77,First,1956-06-01,0.006198992560997137
78,First,1956-07-01,0.003581919336952055
79,First,1956-08-01,0.002523351106019869
80,First,1956-09-01,4.9083610978914445e-05
81,First,1956-10-01,0.006303991417882977
82,First,1956-11-01,0.0006464664183214702
83,First,1956-12-01,0.004083233647157614
84,First,1957-01-01,0.0025363424731871353
85,First,1957-02-01,0.007006851351469674
86,First,1957-03-01,0.007920632185417368
87,First,1957-04-01,0.002657288156119859
88,First,1957-05-01,0.0074814024077188125
89,First,1957-06-01,0.0028127420884195183
90,First,1957-07-01,0.0067676009209464705
91,First,1957-08-01,0.00665702998382595
92,First,1957-09-01,0.005460709808425658
93,First,1957-10-01,0.001905862123130045
94,First,1957-11-01,0.00114728720618557
95,First,1957-12-01,0.003536426157725094
96,First,1958-01-01,0.0012628229418275572
97,First,1958-02-01,0.007277274573233764
98,First,1958-03-01,0.0014927229790650124
99,First,1958-04-01,0.0002524555134360599
100,First,1958-05-01,0.0046604139761138785
101,First,1958-06-01,0.0035733854446001623
102,First,1958-07-01,0.0071549785129946175
103,First,1958-08-01,0.00134026146274162
104,First,1958-09-01,0.003002947494931728
105,First,1958-10-01,0.0053375828069381695
106,First,1958-11-01,0.007758994580098001
107,First,1958-12-01,0.0021816751840869424
108,First,1959-01-01,0.005734153446515391
109,First,1959-02-01,0.0012421054362946882
110,First,1959-03-01,0.006167958111842302
111,First,1959-04-01,0.00244317735850883
112,First,1959-05-01,0.0020312092047533943
113,First,1959-06-01,0.001915178648707642
114,First,1959-07-01,0.0030887597097297094
115,First,1959-08-01,0.0027379590623428955
116,First,1959-09-01,0.005105347265151258
117,First,1959-10-01,0.004539295001596967
118,First,1959-11-01,0.006247025874090905
119,First,1959-12-01,0.002457952378550335
120,First,1960-01-01,0.008004614403125254
121,First,1960-02-01,0.0045290229883342146
122,First,1960-03-01,0.005661867903412646
123,First,1960-04-01,0.005735493737439047
124,First,1960-05-01,0.0012691482729111248
125,First,1960-06-01,0.0012085370962611381
126,First,1960-07-01,0.0038503651837481657
127,First,1960-08-01,0.004349446111786469
128,First,1960-09-01,0.0022670396096765707
129,First,1960-10-01,0.0015010078912004704
130,First,1960-11-01,0.004199342393268588
131,First,1960-12-01,0.005496986236739125
132,First,1961-01-01,0.0019062871118522276
133,First,1961-02-01,0.00182015192386445
134,First,1961-03-01,0.007957492158025128
135,First,1961-04-01,0.00604077445136866
136,First,1961-05-01,0.0002861404021554002
137,First,1961-06-01,0.008180141951596937
138,First,1961-07-01,7.080138576573876e-05
139,First,1961-08-01,0.0022080156804274247
140,First,1961-09-01,0.007644367929455022
141,First,1961-10-01,0.0006698976365816918
142,First,1961-11-01,0.007122630868502733
143,First,1961-12-01,0.0012056449780946943
144,First,1962-01-01,0.0014936756477430609
145,First,1962-02-01,0.006538945610826869
146,First,1962-03-01,0.007461867138434121
147,First,1962-04-01,0.0038394527172691457
148,First,1962-05-01,0.00032069735168516926
149,First,1962-06-01,0.0026275438351044834
150,First,1962-07-01,0.00012744374743677288
151,First,1962-08-01,0.0029097807094258456
152,First,1962-09-01,0.005494250157391402
153,First,1962-10-01,0.002210134434944605
154,First,1962-11-01,0.005433490320341206
155,First,1962-12-01,0.007729001638529367
156,First,1963-01-01,0.003884489654870285
157,First,1963-02-01,0.0017259130055461082
158,First,1963-03-01,0.007689285371998147
159,First,1963-04-01,0.007882138424521654
160,First,1963-05-01,0.001124213782658212
161,First,1963-06-01,0.007496987781400683
162,First,1963-07-01,0.0024345763903200895
163,First,1963-08-01,0.001068128693502049
164,First,1963-09-01,0.000983972418610408
165,First,1963-10-01,0.006328750642376504
166,First,1963-11-01,0.0007370209534903351
167,First,1963-12-01,0.006359597863386147
168,First,1964-01-01,0.0019968212832182364
169,First,1964-02-01,0.0034898649160243376
170,First,1964-03-01,0.0011918142142505685
171,First,1964-04-01,0.005438914976020339
172,First,1964-05-01,0.003814882723786115
173,First,1964-06-01,0.003281917927814378
174,First,1964-07-01,0.006705609479318458
175,First,1964-08-01,0.003825125920114854
176,First,1964-09-01,0.005763069477628431
177,First,1964-10-01,0.006516575642443661
178,First,1964-11-01,0.005124010485346347
179,First,1964-12-01,0.008011590789753604
180,First,1965-01-01,0.004590650395180507
181,First,1965-02-01,0.0018251043939250782
182,First,1965-03-01,0.004515665357780688
183,First,1965-04-01,0.002037974840276735
184,First,1965-05-01,0.0006943918100878419
185,First,1965-06-01,0.006303017431195437
186,First,1965-07-01,0.002204146237509285
187,First,1965-08-01,0.0026136703086832385
188,First,1965-09-01,0.008236190484306993
189,First,1965-10-01,0.0033379819299598776
190,First,1965-11-01,0.0036776007985556756
191,First,1965-12-01,0.007671656082814926
192,First,1966-01-01,0.0065838864856709485
193,First,1966-02-01,0.007162350730472368
194,First,1966-03-01,0.0039029726161066906
195,First,1966-04-01,0.0017708631144002247
196,First,1966-05-01,0.0005469901375076506
197,First,1966-06-01,0.0006651168256345449
198,First,1966-07-01,0.0011415796085224045
199,First,1966-08-01,0.002244574368077246
200,First,1966-09-01,0.006478116252798262
201,First,1966-10-01,0.0019127167399667568
202,First,1966-11-01,0.003514946512251976
203,First,1966-12-01,0.0038178044581186612
204,First,1967-01-01,0.0025807166011608393
205,First,1967-02-01,0.0014750908556103734
206,First,1967-03-01,0.0022335898948045245
207,First,1967-04-01,0.007102953176833739
208,First,1967-05-01,0.00828393562261406
209,First,1967-06-01,0.0030889520447015336
210,First,1967-07-01,0.003847924239696371
211,First,1967-08-01,0.0027915712805224526
212,First,1967-09-01,0.003045322541666625
213,First,1967-10-01,0.005726445787290304
214,First,1967-11-01,0.006127719283673865
215,First,1967-12-01,0.002641979910918918
216,First,1968-01-01,0.0012085007158796947
217,First,1968-02-01,0.005896050021837146
218,First,1968-03-01,0.00366159164471579
219,First,1968-04-01,0.007635793963130301
220,First,1968-05-01,0.0034111175760328876
221,First,1968-06-01,0.00023095839155680236
222,First,1968-07-01,0.006051155331876223
223,First,1968-08-01,0.008214849085670713
224,First,1968-09-01,0.0038863485572355498
225,First,1968-10-01,0.007938744906838055
226,First,1968-11-01,0.0013549142364305026
227,First,1968-12-01,0.001773830733730733
228,First,1969-01-01,0.0028459336814922994
229,First,1969-02-01,0.0033828836337095017
230,First,1969-03-01,0.007495484903073181
231,First,1969-04-01,0.008104248082982369
232,First,1969-05-01,0.004251768579793359
233,First,1969-06-01,0.0058062023112876405
234,First,1969-07-01,0.005230158121598826
235,First,1969-08-01,0.007171106286520583
236,First,1969-09-01,0.0008981794023185394
237,First,1969-10-01,0.004680623573384722
238,First,1969-11-01,0.006736078390277727
239,First,1969-12-01,0.0064518926414556
240,First,1970-01-01,0.006395516273672768
241,First,1970-02-01,0.008176666956485518
242,First,1970-03-01,0.00023586513218846472
243,First,1970-04-01,0.0008841478124521934
244,First,1970-05-01,0.0012777435837777388
245,First,1970-06-01,0.0048406817818734274
246,First,1970-07-01,0.003590310690107651
247,First,1970-08-01,0.0005344117492659617
248,First,1970-09-01,0.0023265260258895377
249,First,1970-10-01,0.0032563354528790103
250,First,1970-11-01,0.004215593493504833
251,First,1970-12-01,0.006297824100916706
252,First,1971-01-01,0.004075197523443838
253,First,1971-02-01,0.006881063252800113
254,First,1971-03-01,0.004503901170277878
255,First,1971-04-01,0.0029765266810763942
256,First,1971-05-01,0.0067164790073546265
257,First,1971-06-01,0.001553154555686584
258,First,1971-07-01,0.007410741931551921
259,First,1971-08-01,0.005611780895759373
260,First,1971-09-01,0.007944810433535357
261,First,1971-10-01,0.0017486916317094887
262,First,1971-11-01,0.0019395475339261568
263,First,1971-12-01,0.003804656481167067
264,First,1972-01-01,0.0012396317665531805
265,First,1972-02-01,0.0003310551235602495
266,First,1972-03-01,0.0029325675928478226
267,First,1972-04-01,0.006258945308076128
268,First,1972-05-01,0.007408208615688275
269,First,1972-06-01,0.0019444247451410601
270,First,1972-07-01,0.00786919742714173
271,First,1972-08-01,0.0006603187103016282
272,First,1972-09-01,0.0006524291197875907
273,First,1972-10-01,0.005878171564025481
274,First,1972-11-01,0.0005650237121613953
275,First,1972-12-01,0.008088728282909
276,First,1973-01-01,0.002285081752308445
277,First,1973-02-01,0.001072698455354726
278,First,1973-03-01,0.006403787207206336
279,First,1973-04-01,0.003520423846059131
280,First,1973-05-01,0.007500628213675589
281,First,1973-06-01,0.004103821171687445
282,First,1973-07-01,6.653023376358702e-05
283,First,1973-08-01,0.0013611926933185191
284,First,1973-09-01,0.0008282126381997943
285,First,1973-10-01,0.0015112457795039436
286,First,1973-11-01,0.00225473474629898
287,First,1973-12-01,0.0006281536151800668
288,First,1974-01-01,0.0073243783427444946
289,First,1974-02-01,0.0056107733820241965
290,First,1974-03-01,0.003699811095195762
291,First,1974-04-01,0.007489277627504902
292,First,1974-05-01,0.005097231219462377
293,First,1974-06-01,0.005681014845205732
294,First,1974-07-01,0.005938713014107867
295,First,1974-08-01,0.00366219990342424
296,First,1974-09-01,0.002443035332097331
297,First,1974-10-01,0.0073896548240311105
298,First,1974-11-01,0.003075719561047903
299,First,1974-12-01,0.003639951793328838
300,First,1975-01-01,0.00230227876264189
301,First,1975-02-01,0.004613704957095521
302,First,1975-03-01,0.004484524709342756
303,First,1975-04-01,0.0035977815453337066
304,First,1975-05-01,0.002943987889128922
305,First,1975-06-01,0.004514525648908827
306,First,1975-07-01,0.003183816182165349
307,First,1975-08-01,0.006492491576715694
308,First,1975-09-01,0.0012784350840775152
309,First,1975-10-01,0.006003848223243345
310,First,1975-11-01,0.0017389000882533396
311,First,1975-12-01,0.007766873335146156
312,First,1976-01-01,0.0032082642713832914
313,First,1976-02-01,0.002698167905604501
314,First,1976-03-01,0.007508136074012077
315,First,1976-04-01,0.0003948007748889796
316,First,1976-05-01,0.008146957693328143
317,First,1976-06-01,0.007739058200615843
318,First,1976-07-01,0.005538572085399154
319,First,1976-08-01,0.00474667349385955
320,First,1976-09-01,0.004369607067239312
321,First,1976-10-01,0.000695136953983654
322,First,1976-11-01,0.0007565177605177396
323,First,1976-12-01,0.005755375992286391
324,First,1977-01-01,0.007983063978266161
325,First,1977-02-01,0.0042520772809577344
326,First,1977-03-01,8.487074604935733e-06
327,First,1977-04-01,0.006907016066299888
328,First,1977-05-01,0.006921059101415514
329,First,1977-06-01,0.002804265751287805
330,First,1977-07-01,0.005665155261527678
331,First,1977-08-01,0.001179863743010324
332,First,1977-09-01,0.0013603164838740032
333,First,1977-10-01,0.005928604478640257
334,First,1977-11-01,0.004249393639296646
335,First,1977-12-01,0.004907713358463298
336,First,1978-01-01,0.004364215409899384
337,First,1978-02-01,0.007837230192052975
338,First,1978-03-01,0.0065724348303599685
339,First,1978-04-01,0.007492694785707376
340,First,1978-05-01,0.002430113172640046
341,First,1978-06-01,0.008163421824977788
342,First,1978-07-01,0.006823148006028056
343,First,1978-08-01,0.0008297184968261475
344,First,1978-09-01,0.0007258911591446102
345,First,1978-10-01,0.0015960086485713584
346,First,1978-11-01,0.0028031220018221023
347,First,1978-12-01,0.0018286477934665562
348,First,1979-01-01,0.00043200121100088473
349,First,1979-02-01,0.0037084427460223834
350,First,1979-03-01,0.0021875988333997926
351,First,1979-04-01,0.003855582794371847
352,First,1979-05-01,0.0065290622923756605
353,First,1979-06-01,0.0026814389340122508
354,First,1979-07-01,0.00033585823719990785
355,First,1979-08-01,0.006954483110651071
356,First,1979-09-01,0.0040859875550698374
357,First,1979-10-01,0.0020345738206016604
358,First,1979-11-01,0.007735477617066385
359,First,1979-12-01,0.006126625437723674
360,First,1980-01-01,0.003514199702103284
361,First,1980-02-01,0.0028926977887765485
362,First,1980-03-01,0.0005920982397656584
363,First,1980-04-01,0.0023804358681366175
364,First,1980-05-01,0.0059652452589479
365,First,1980-06-01,0.0006302906226577171
366,First,1980-07-01,0.0031373162455992335
367,First,1980-08-01,0.004929762858234166
368,First,1980-09-01,0.006166304365435422
369,First,1980-10-01,0.006190187588562204
370,First,1980-11-01,0.0024383989763886735
371,First,1980-12-01,0.0027436866256280315
372,First,1981-01-01,0.001311236668824048
373,First,1981-02-01,0.006077398676405157
374,First,1981-03-01,0.002212246360926411
375,First,1981-04-01,0.004003527843269116
376,First,1981-05-01,0.007497715336906695
377,First,1981-06-01,5.357468689972389e-05
378,First,1981-07-01,0.007139112172070034
379,First,1981-08-01,0.006165406990024227
380,First,1981-09-01,0.005376269843606788
381,First,1981-10-01,0.0033923103518872853
382,First,1981-11-01,0.005200153568231819
383,First,1981-12-01,0.00790497405610412
384,First,1982-01-01,0.0007940232766794785
385,First,1982-02-01,0.0005647662081496844
386,First,1982-03-01,0.0028374752947160817
387,First,1982-04-01,0.0008588046377635744
388,First,1982-05-01,0.0076479719515467415
389,First,1982-06-01,0.006561485117824609
390,First,1982-07-01,0.0013201525557711997
391,First,1982-08-01,0.0031135576245214505
392,First,1982-09-01,0.0034615940977075635
393,First,1982-10-01,0.007953524235241963
394,First,1982-11-01,0.0027434979426899262
395,First,1982-12-01,0.00400173767458401
396,First,1983-01-01,0.004408018129777086
397,First,1983-02-01,0.006515027280129113
398,First,1983-03-01,0.007233705396203348
399,First,1983-04-01,0.005589787547006324
400,First,1983-05-01,0.003027743485991036
401,First,1983-06-01,0.0019087166920877233
402,First,1983-07-01,0.0033172962094877244
403,First,1983-08-01,0.004798647759331299
404,First,1983-09-01,0.006391017601321444
405,First,1983-10-01,0.007995808447511235
406,First,1983-11-01,0.007278352992920031
407,First,1983-12-01,0.006564798671691251
408,First,1984-01-01,0.007505497978502548
409,First,1984-02-01,0.0058004194543677095
410,First,1984-03-01,0.007879085234513953
411,First,1984-04-01,0.004279570589533917
412,First,1984-05-01,0.0007589641117121394
413,First,1984-06-01,0.006079349112606977
414,First,1984-07-01,0.007903982288417436
415,First,1984-08-01,0.00025866892665551516
416,First,1984-09-01,0.005184106626079507
417,First,1984-10-01,0.002539737559069786
418,First,1984-11-01,0.003368187258009218
419,First,1984-12-01,0.007650823548217413
420,First,1985-01-01,0.0027865793332851533
421,First,1985-02-01,0.005215108058835029
422,First,1985-03-01,0.003528322906172035
423,First,1985-04-01,0.007723601078376256
424,First,1985-05-01,0.003072301330427235
425,First,1985-06-01,0.0008281631265707402
426,First,1985-07-01,0.0034916560671826285
427,First,1985-08-01,0.0033759921862592727
428,First,1985-09-01,0.007378156850152338
429,First,1985-10-01,0.0027617862813145377
430,First,1985-11-01,0.002450037032323695
431,First,1985-12-01,0.0033919290079599575
432,First,1986-01-01,0.005758414486333209
433,First,1986-02-01,0.0035192770751117466
434,First,1986-03-01,0.004350442406355579
435,First,1986-04-01,0.005918480093853702
436,First,1986-05-01,0.00022331697318203522
437,First,1986-06-01,0.001109660279346325
438,First,1986-07-01,0.006042628967794214
439,First,1986-08-01,0.007559795580960495
440,First,1986-09-01,0.007225226346112616
441,First,1986-10-01,0.005893356246731748
442,First,1986-11-01,0.008182122163786084
443,First,1986-12-01,0.007107545878641183
444,First,1987-01-01,0.005781272199362504
445,First,1987-02-01,0.005334347468180337
446,First,1987-03-01,0.007109430220430507
447,First,1987-04-01,0.007334634708390796
448,First,1987-05-01,0.002283649853704383
449,First,1987-06-01,0.007116826127089342
450,First,1987-07-01,0.004901723355518496
451,First,1987-08-01,1.5531648105721052e-06
452,First,1987-09-01,0.0016424951459785972
453,First,1987-10-01,0.006496651361535072
454,First,1987-11-01,0.0028515874761397405
455,First,1987-12-01,0.007025508000624006
456,First,1988-01-01,0.005022271024141961
457,First,1988-02-01,0.008222124474544831
458,First,1988-03-01,0.006365451937403548
459,First,1988-04-01,0.0007753702312651591
460,First,1988-05-01,0.006981565754450937
461,First,1988-06-01,0.005532601299006333
462,First,1988-07-01,0.0018343562902731804
463,First,1988-08-01,0.004306703440318245
464,First,1988-09-01,0.0013362649170348582
465,First,1988-10-01,0.003108717304470022
466,First,1988-11-01,0.006206570658657898
467,First,1988-12-01,0.0037780533068697266
468,First,1989-01-01,0.005512150980652595
469,First,1989-02-01,0.007494542865725464
470,First,1989-03-01,0.005846042407670274
471,First,1989-04-01,0.0007671391656915318
472,First,1989-05-01,0.0034372788294154788
473,First,1989-06-01,0.0026344402809861905
474,First,1989-07-01,0.003987099968536983
475,First,1989-08-01,0.007473731995318156
476,First,1989-09-01,0.002857502622444689
477,First,1989-10-01,0.006178581534132695
478,First,1989-11-01,0.0039023055251987374
479,First,1989-12-01,0.006980988448453728
480,First,1990-01-01,0.001964169879431562
481,First,1990-02-01,0.004362130132030247
482,First,1990-03-01,0.005265097848913497
483,First,1990-04-01,0.003139164384030403
484,First,1990-05-01,0.0046958554222997755
485,First,1990-06-01,0.00247282197211639
486,First,1990-07-01,0.008228548084291302
487,First,1990-08-01,0.00572717245959739
488,First,1990-09-01,0.005245500441776058
489,First,1990-10-01,0.007787896036811734
490,First,1990-11-01,0.003672274999891676
491,First,1990-12-01,0.008177244594960215
492,First,1991-01-01,0.0007501163595749816
493,First,1991-02-01,0.00823509606186716
494,First,1991-03-01,0.0059974340549707045
495,First,1991-04-01,0.004832832341527134
496,First,1991-05-01,0.0029707211495992093
497,First,1991-06-01,0.0016923890648465297
498,First,1991-07-01,0.008187982290983137
499,First,1991-08-01,0.0019601806071768433
500,First,1991-09-01,0.007334230699543717
501,First,1991-10-01,0.00047539524546836946
502,First,1991-11-01,0.0066772026186645295
503,First,1991-12-01,0.0072465374459199615
504,First,1992-01-01,0.002040936887450881
505,First,1992-02-01,0.008141276469275491
506,First,1992-03-01,0.0030985924525171755
507,First,1992-04-01,0.001319632422650464
508,First,1992-05-01,0.003495751305102976
509,First,1992-06-01,0.008102713670525473
510,First,1992-07-01,0.0009457602406799308
511,First,1992-08-01,0.005774769078289606
512,First,1992-09-01,0.0011341002639045593
513,First,1992-10-01,0.005710809602889657
514,First,1992-11-01,0.0012851661193580147
515,First,1992-12-01,0.007864581856365706
516,First,1993-01-01,0.007614259589297527
517,First,1993-02-01,0.00820344505367734
518,First,1993-03-01,0.007320129617089981
519,First,1993-04-01,0.0032159990826256257
520,First,1993-05-01,0.0038816889278728006
521,First,1993-06-01,0.00261575059966371
522,First,1993-07-01,0.004101383417606284
523,First,1993-08-01,0.0019825045617797177
524,First,1993-09-01,0.008000489580826725
525,First,1993-10-01,0.0034821142161333175
526,First,1993-11-01,0.0028001752393599063
527,First,1993-12-01,0.007793959435457795
528,First,1994-01-01,0.002896090802732488
529,First,1994-02-01,0.003512487977883767
530,First,1994-03-01,0.005232736716783811
531,First,1994-04-01,0.006087971258416803
532,First,1994-05-01,0.0035472319191869705
533,First,1994-06-01,0.0018521489648515308
534,First,1994-07-01,0.005182450876419197
535,First,1994-08-01,0.0014177966509566727
536,First,1994-09-01,0.005157357070902142
537,First,1994-10-01,0.005354709765962888
538,First,1994-11-01,0.005324125219145655
539,First,1994-12-01,0.002933188035196674
540,First,1995-01-01,0.0033026734591365043
541,First,1995-02-01,0.0022084621190423814
542,First,1995-03-01,0.006578062610618247
543,First,1995-04-01,0.005968660008687709
544,First,1995-05-01,0.005761979750323013
545,First,1995-06-01,0.008094291157298567
546,First,1995-07-01,0.007390151924390309
547,First,1995-08-01,0.0035763378121110383
548,First,1995-09-01,0.00631587368545288
549,First,1995-10-01,0.005367085697590609
550,First,1995-11-01,0.0044752529177070925
551,First,1995-12-01,0.0011670020773973389
552,First,1996-01-01,0.004113738676715465
553,First,1996-02-01,0.0018079746877616273
554,First,1996-03-01,0.006737151414143748
555,First,1996-04-01,0.006160797192410673
556,First,1996-05-01,0.0014924274627805174
557,First,1996-06-01,0.0007527376650901576
558,First,1996-07-01,0.0009048865908943835
559,First,1996-08-01,0.0065298914943431085
560,First,1996-09-01,0.007845967075601885
561,First,1996-10-01,0.002414391245794876
562,First,1996-11-01,0.0009103748732478471
563,First,1996-12-01,0.005897667400400812
564,First,1997-01-01,0.004354972425945693
565,First,1997-02-01,0.005047253894222145
566,First,1997-03-01,0.004181845191374834
567,First,1997-04-01,0.006747840328812007
568,First,1997-05-01,0.004874141421238662
569,First,1997-06-01,0.006685107065188247
570,First,1997-07-01,0.005481328411493803
571,First,1997-08-01,0.005707943158822979
572,First,1997-09-01,0.006138171933186053
573,First,1997-10-01,0.004818229872479872
574,First,1997-11-01,0.002998008360603203
575,First,1997-12-01,0.003302193114580972
576,First,1998-01-01,0.00018605058554116335
577,First,1998-02-01,0.0003098184081955372
578,First,1998-03-01,0.0038735050195148318
579,First,1998-04-01,0.006683110156258627
580,First,1998-05-01,0.00589355344130669
581,First,1998-06-01,0.0032074125427465163
582,First,1998-07-01,0.003996080624991103
583,First,1998-08-01,0.006984285124175188
584,First,1998-09-01,0.006564107273696891
585,First,1998-10-01,0.005085184873745543
586,First,1998-11-01,0.00707552562534837
587,First,1998-12-01,0.008160063856092725
588,First,1999-01-01,0.005191386349619437
589,First,1999-02-01,0.008082347072510244
590,First,1999-03-01,0.0006500754733300538
591,First,1999-04-01,0.0064654647970615615
592,First,1999-05-01,0.0008008733726347204
593,First,1999-06-01,0.0018474276489942162
594,First,1999-07-01,0.0028264174123483247
595,First,1999-08-01,0.0009725065719581455
596,First,1999-09-01,0.005966356884766706
597,First,1999-10-01,0.002911962049096097
598,First,1999-11-01,0.001405276026113364
599,First,1999-12-01,0.0017895215792503563
600,First,2000-01-01,0.00020639408520596776
601,First,2000-02-01,0.008004460038920838
602,First,2000-03-01,0.007926517440623709
603,First,2000-04-01,0.002120342897853459
604,First,2000-05-01,0.005827279735800742
605,First,2000-06-01,0.0003869279948676585
606,First,2000-07-01,0.002913095505254352
607,First,2000-08-01,0.005635551806658491
608,First,2000-09-01,0.0018973057993751717
609,First,2000-10-01,0.002826240949570675
610,First,2000-11-01,0.0010928032667738073
611,First,2000-12-01,0.001260972018810642
612,First,2001-01-01,5.175147615813595e-05
613,First,2001-02-01,0.002821924164152103
614,First,2001-03-01,0.0035478251549261207
615,First,2001-04-01,0.003521664588047844
616,First,2001-05-01,0.0023743041868271716
617,First,2001-06-01,0.004431096527839337
618,First,2001-07-01,0.00021148484578811151
619,First,2001-08-01,0.0033814536275215265
620,First,2001-09-01,0.005107486838556034
621,First,2001-10-01,0.006367297720888472
622,First,2001-11-01,0.008272726672961531
623,First,2001-12-01,0.0036614577096155242
624,First,2002-01-01,0.007834905058842372
625,First,2002-02-01,0.007636433286667341
626,First,2002-03-01,0.0011599236998117305
627,First,2002-04-01,0.0041736942721242965
628,First,2002-05-01,0.0018690058273960594
629,First,2002-06-01,0.00660897927158646
630,First,2002-07-01,0.006126400494105723
631,First,2002-08-01,0.008112137987524779
632,First,2002-09-01,0.0004944518449902837
633,First,2002-10-01,0.003608622894667421
634,First,2002-11-01,0.003037764965364694
635,First,2002-12-01,0.005463984204591015
636,First,2003-01-01,0.004423509489946703
637,First,2003-02-01,0.004751567953270906
638,First,2003-03-01,0.0011836871573020573
639,First,2003-04-01,0.007842750314403563
640,First,2003-05-01,0.0027081810999698298
641,First,2003-06-01,0.0032767925418903943
642,First,2003-07-01,0.0019049744902359111
643,First,2003-08-01,0.002528011275352678
644,First,2003-09-01,0.0031562066505100694
645,First,2003-10-01,0.0021717046377442927
646,First,2003-11-01,0.003779154542340817
647,First,2003-12-01,0.006942413663118279
648,First,2004-01-01,0.007030551110747012
649,First,2004-02-01,0.005102643355053016
650,First,2004-03-01,0.004605912379628022
651,First,2004-04-01,0.005019022296076257
652,First,2004-05-01,0.004201989641115995
653,First,2004-06-01,0.000591683812949273
654,First,2004-07-01,0.0008499664747964791
655,First,2004-08-01,0.003988893224997393
656,First,2004-09-01,0.0006153486785471618
657,First,2004-10-01,0.0010809758136291212
658,First,2004-11-01,0.005214768914617313
659,First,2004-12-01,0.007879866204385206
660,First,2005-01-01,0.00028969148405078954
661,First,2005-02-01,0.0050192920329013985
662,First,2005-03-01,0.0037707456307238363
663,First,2005-04-01,0.00032923749161008393
664,First,2005-05-01,0.006503100375342328
665,First,2005-06-01,0.005872338593261158
666,First,2005-07-01,0.0077861508492773224
667,First,2005-08-01,0.0055328371102531995
668,First,2005-09-01,0.005962536961336871
669,First,2005-10-01,0.003000876639402214
670,First,2005-11-01,0.004825820990867625
671,First,2005-12-01,0.005170609418497236
672,First,2006-01-01,0.0009708794524966405
673,First,2006-02-01,0.0016601343628946505
674,First,2006-03-01,0.001967383817301683
675,First,2006-04-01,0.005082335344933832
676,First,2006-05-01,0.004524039153995828
677,First,2006-06-01,0.002689548820725728
678,First,2006-07-01,0.006581578695400729
679,First,2006-08-01,0.005765115431605337
680,First,2006-09-01,0.0011609622022363043
681,First,2006-10-01,0.006581685849395264
682,First,2006-11-01,0.0025796101919657163
683,First,2006-12-01,0.0038843348893932046
684,First,2007-01-01,0.0015145726998970774
